shipment_id,origin,destination,dispatch_date,delivery_date,delay_days,disruption_type,risk_score,source
19409,,,2023-03-20 17:00:00,,9.658785432222572,High Risk,0.7003828893775905,dynamic_logistics
19410,,,2023-03-20 18:00:00,,4.606666565988909,Moderate Risk,0.4054888422771719,dynamic_logistics
19411,,,2023-03-20 19:00:00,,7.420426761146066,Moderate Risk,0.5387901182167019,dynamic_logistics
19412,,,2023-03-20 20:00:00,,-0.3204363295824342,High Risk,0.9999625072337948,dynamic_logistics
19413,,,2023-03-20 21:00:00,,8.264849663188125,Moderate Risk,0.5615821636752604,dynamic_logistics
19414,,,2023-03-20 22:00:00,,9.428771101609325,High Risk,0.9998079142370752,dynamic_logistics
19415,,,2023-03-20 23:00:00,,9.970649628454566,Moderate Risk,0.4654143360509026,dynamic_logistics
19416,,,2023-03-21 00:00:00,,5.593025574954687,High Risk,0.8895012056504566,dynamic_logistics
19417,,,2023-03-21 01:00:00,,-1.924892337334693,High Risk,0.9991102142223612,dynamic_logistics
19418,,,2023-03-21 02:00:00,,8.081614545088929,Low Risk,0.0941759862254783,dynamic_logistics
19419,,,2023-03-21 03:00:00,,0.1800762833350795,High Risk,0.8643126390383056,dynamic_logistics
19420,,,2023-03-21 04:00:00,,2.221608537488784,High Risk,0.9999963403218256,dynamic_logistics
19421,,,2023-03-21 05:00:00,,-1.8930963901692903,Low Risk,0.0233252834146718,dynamic_logistics
19422,,,2023-03-21 06:00:00,,9.649557957008888,Low Risk,0.0588220320690547,dynamic_logistics
19423,,,2023-03-21 07:00:00,,6.287352652729105,High Risk,0.9838304496654444,dynamic_logistics
19424,,,2023-03-21 08:00:00,,8.080038554488322,High Risk,0.9999879720710884,dynamic_logistics
19425,,,2023-03-21 09:00:00,,-1.5044305442325143,Moderate Risk,0.6945383881052744,dynamic_logistics
19426,,,2023-03-21 10:00:00,,9.776276431483314,Moderate Risk,0.5013957540869675,dynamic_logistics
19427,,,2023-03-21 11:00:00,,9.98119459060504,High Risk,0.9135470431071808,dynamic_logistics
19428,,,2023-03-21 12:00:00,,8.352810881475294,High Risk,0.9844333897214538,dynamic_logistics
19429,,,2023-03-21 13:00:00,,9.911275499373884,High Risk,0.9999224284769516,dynamic_logistics
19430,,,2023-03-21 14:00:00,,9.879001594167198,High Risk,0.7271797388820396,dynamic_logistics
19431,,,2023-03-21 15:00:00,,-1.078291968686984,High Risk,0.9665256977641126,dynamic_logistics
19432,,,2023-03-21 16:00:00,,7.840976166882653,High Risk,0.827616232871862,dynamic_logistics
19433,,,2023-03-21 17:00:00,,-1.2747479387756249,High Risk,0.999993855109669,dynamic_logistics
19434,,,2023-03-21 18:00:00,,2.7094478838815776,High Risk,0.9974187420780554,dynamic_logistics
19435,,,2023-03-21 19:00:00,,4.331081351551195,Moderate Risk,0.5076067815943521,dynamic_logistics
19436,,,2023-03-21 20:00:00,,-1.2037823477587275,High Risk,0.936482728112736,dynamic_logistics
19437,,,2023-03-21 21:00:00,,9.993651120691322,High Risk,0.9246923817710752,dynamic_logistics
19438,,,2023-03-21 22:00:00,,1.6845977393134,High Risk,0.999878675342692,dynamic_logistics
19439,,,2023-03-21 23:00:00,,-1.4308679902751296,High Risk,0.9903610362840222,dynamic_logistics
19440,,,2023-03-22 00:00:00,,2.784413608263894,High Risk,0.997444736259591,dynamic_logistics
19441,,,2023-03-22 01:00:00,,-1.3709688634786952,Moderate Risk,0.6317140910067167,dynamic_logistics
19442,,,2023-03-22 02:00:00,,8.345819082646695,High Risk,0.9929381632424484,dynamic_logistics
19443,,,2023-03-22 03:00:00,,-0.8601313862321969,High Risk,0.9999999999926454,dynamic_logistics
19444,,,2023-03-22 04:00:00,,9.922701062656667,High Risk,0.8429332032747437,dynamic_logistics
19445,,,2023-03-22 05:00:00,,4.00747822256873,Moderate Risk,0.3118872980848184,dynamic_logistics
19446,,,2023-03-22 06:00:00,,9.69966323503074,Moderate Risk,0.4833643968454048,dynamic_logistics
19447,,,2023-03-22 07:00:00,,3.822868794353144,High Risk,0.9999999998716924,dynamic_logistics
19448,,,2023-03-22 08:00:00,,9.916375760449998,High Risk,0.8734275787795688,dynamic_logistics
19449,,,2023-03-22 09:00:00,,9.047446909601742,High Risk,0.9982357985810828,dynamic_logistics
19450,,,2023-03-22 10:00:00,,4.872113959479802,High Risk,0.999072295621678,dynamic_logistics
19451,,,2023-03-22 11:00:00,,1.060883117117399,High Risk,0.9165078222481712,dynamic_logistics
19452,,,2023-03-22 12:00:00,,6.590686910788392,High Risk,0.8813591487360346,dynamic_logistics
19453,,,2023-03-22 13:00:00,,4.291891406740199,High Risk,0.7456242872226003,dynamic_logistics
19454,,,2023-03-22 14:00:00,,-1.1543465121355974,High Risk,0.9222141777938502,dynamic_logistics
19455,,,2023-03-22 15:00:00,,9.324836723948176,High Risk,0.9977772792824414,dynamic_logistics
19456,,,2023-03-22 16:00:00,,3.943516052441492,High Risk,0.9968107903596172,dynamic_logistics
19457,,,2023-03-22 17:00:00,,9.917315679001822,High Risk,0.9859400482583752,dynamic_logistics
19458,,,2023-03-22 18:00:00,,9.149569607792952,High Risk,0.9916835552609736,dynamic_logistics
19459,,,2023-03-22 19:00:00,,-1.773077938037071,High Risk,0.999986182599747,dynamic_logistics
19460,,,2023-03-22 20:00:00,,9.135438425804962,High Risk,0.9999876364323312,dynamic_logistics
19461,,,2023-03-22 21:00:00,,1.0443424197849227,High Risk,0.7366340753797705,dynamic_logistics
19462,,,2023-03-22 22:00:00,,1.142082422849383,High Risk,0.9997717443973716,dynamic_logistics
19463,,,2023-03-22 23:00:00,,9.996510466928957,High Risk,0.9455416289423832,dynamic_logistics
19464,,,2023-03-23 00:00:00,,5.227011732434376,High Risk,0.9999936967299256,dynamic_logistics
19465,,,2023-03-23 01:00:00,,8.903847837022283,High Risk,0.9999952606328592,dynamic_logistics
19466,,,2023-03-23 02:00:00,,9.443452266877197,High Risk,0.9999956477119832,dynamic_logistics
19467,,,2023-03-23 03:00:00,,7.708335818720027,High Risk,0.9927078821510312,dynamic_logistics
19468,,,2023-03-23 04:00:00,,6.560139283744007,High Risk,0.9936680162038156,dynamic_logistics
19469,,,2023-03-23 05:00:00,,4.2663566538476605,High Risk,0.94933813866893,dynamic_logistics
19470,,,2023-03-23 06:00:00,,9.985728575757864,High Risk,0.9999999999999548,dynamic_logistics
19471,,,2023-03-23 07:00:00,,5.741097781368966,Moderate Risk,0.3100545511201136,dynamic_logistics
19472,,,2023-03-23 08:00:00,,9.709918275518142,High Risk,0.9963327554516286,dynamic_logistics
19473,,,2023-03-23 09:00:00,,9.35661640606724,High Risk,0.7852724690347499,dynamic_logistics
19474,,,2023-03-23 10:00:00,,5.259949757233095,High Risk,0.9193618316915207,dynamic_logistics
19475,,,2023-03-23 11:00:00,,2.7291408461584625,High Risk,0.9861523579372188,dynamic_logistics
19476,,,2023-03-23 12:00:00,,9.77447609510562,High Risk,0.9999871418557394,dynamic_logistics
19477,,,2023-03-23 13:00:00,,8.702276891125422,High Risk,0.7440188071464557,dynamic_logistics
19478,,,2023-03-23 14:00:00,,1.361182757931405,Low Risk,0.0374331009532165,dynamic_logistics
19479,,,2023-03-23 15:00:00,,8.192847363997267,High Risk,0.9980698761778474,dynamic_logistics
19480,,,2023-03-23 16:00:00,,7.228299009391581,High Risk,0.9999908194533588,dynamic_logistics
19481,,,2023-03-23 17:00:00,,9.967123982113906,High Risk,0.9977642426390978,dynamic_logistics
19482,,,2023-03-23 18:00:00,,7.613430222193278,High Risk,0.9999998065699208,dynamic_logistics
19483,,,2023-03-23 19:00:00,,9.720431659330456,Low Risk,0.1466601929722317,dynamic_logistics
19484,,,2023-03-23 20:00:00,,9.849084217918522,Moderate Risk,0.6214265790725363,dynamic_logistics
19485,,,2023-03-23 21:00:00,,8.600962994723698,High Risk,0.999888465904184,dynamic_logistics
19486,,,2023-03-23 22:00:00,,9.469601587260655,High Risk,0.999999968065015,dynamic_logistics
19487,,,2023-03-23 23:00:00,,1.879818501852668,High Risk,0.9999075461319628,dynamic_logistics
19488,,,2023-03-24 00:00:00,,3.349960813691008,High Risk,0.8863296297855628,dynamic_logistics
19489,,,2023-03-24 01:00:00,,1.8223031462882355,High Risk,0.9999432140710234,dynamic_logistics
19490,,,2023-03-24 02:00:00,,6.417200341252936,High Risk,0.8900192880165976,dynamic_logistics
19491,,,2023-03-24 03:00:00,,-0.1301359344311414,Low Risk,0.161129125392679,dynamic_logistics
19492,,,2023-03-24 04:00:00,,2.546101787162008,Low Risk,0.2269243694930839,dynamic_logistics
19493,,,2023-03-24 05:00:00,,6.36813662051782,Low Risk,0.1112835232678451,dynamic_logistics
19494,,,2023-03-24 06:00:00,,9.562764836636347,High Risk,0.9984622712833942,dynamic_logistics
19495,,,2023-03-24 07:00:00,,-1.920928554537372,High Risk,0.8642774583448846,dynamic_logistics
19496,,,2023-03-24 08:00:00,,9.907134058920317,Low Risk,0.2993513994021849,dynamic_logistics
19497,,,2023-03-24 09:00:00,,9.965719502679736,Moderate Risk,0.545639158675224,dynamic_logistics
19498,,,2023-03-24 10:00:00,,3.80018096452549,High Risk,0.7139322944114097,dynamic_logistics
19499,,,2023-03-24 11:00:00,,3.479538192538447,High Risk,0.99997535812685,dynamic_logistics
19500,,,2023-03-24 12:00:00,,8.912876742427075,High Risk,0.9958867420540344,dynamic_logistics
19501,,,2023-03-24 13:00:00,,5.922624924118068,High Risk,0.7828134050792551,dynamic_logistics
19502,,,2023-03-24 14:00:00,,3.556819452606562,Moderate Risk,0.3172219103888828,dynamic_logistics
19503,,,2023-03-24 15:00:00,,1.588781275822316,High Risk,0.99999999371627,dynamic_logistics
19504,,,2023-03-24 16:00:00,,8.339581367176867,High Risk,0.9322645018361744,dynamic_logistics
19505,,,2023-03-24 17:00:00,,-1.8029113557069232,High Risk,0.9963901890230488,dynamic_logistics
19506,,,2023-03-24 18:00:00,,8.99712607338958,High Risk,0.9990971352689216,dynamic_logistics
19507,,,2023-03-24 19:00:00,,9.844068732933527,High Risk,0.9226220295201158,dynamic_logistics
19508,,,2023-03-24 20:00:00,,6.62892513382857,Low Risk,0.2029287687929985,dynamic_logistics
19509,,,2023-03-24 21:00:00,,9.99949770936633,Low Risk,0.2774249271336405,dynamic_logistics
19510,,,2023-03-24 22:00:00,,8.899148473788284,High Risk,0.9994006933797736,dynamic_logistics
19511,,,2023-03-24 23:00:00,,-1.2224229467332,High Risk,0.9492580921142352,dynamic_logistics
19512,,,2023-03-25 00:00:00,,9.237425461457075,Low Risk,0.2640018063446274,dynamic_logistics
19513,,,2023-03-25 01:00:00,,4.206953434247115,High Risk,0.8261229217709478,dynamic_logistics
19514,,,2023-03-25 02:00:00,,4.716462936667931,High Risk,0.999999801876472,dynamic_logistics
19515,,,2023-03-25 03:00:00,,8.0181153509698,High Risk,0.989347939075112,dynamic_logistics
19516,,,2023-03-25 04:00:00,,8.680625445635059,High Risk,0.8776627100859781,dynamic_logistics
19517,,,2023-03-25 05:00:00,,9.832898235709646,Low Risk,0.0836953973191209,dynamic_logistics
19518,,,2023-03-25 06:00:00,,-1.7047195944520532,Moderate Risk,0.5730325574475097,dynamic_logistics
19519,,,2023-03-25 07:00:00,,-0.4047676400551088,Low Risk,0.2282929933040103,dynamic_logistics
19520,,,2023-03-25 08:00:00,,6.841783638903534,High Risk,0.9947820571897,dynamic_logistics
19521,,,2023-03-25 09:00:00,,5.0683731162359695,High Risk,0.99530416124553,dynamic_logistics
19522,,,2023-03-25 10:00:00,,-1.992149568864701,High Risk,0.7856846394407779,dynamic_logistics
19523,,,2023-03-25 11:00:00,,-1.3862411308057214,High Risk,0.999986524349176,dynamic_logistics
19524,,,2023-03-25 12:00:00,,1.029668547255043,Moderate Risk,0.528945093527655,dynamic_logistics
19525,,,2023-03-25 13:00:00,,4.505469001019234,Low Risk,0.1840275839869116,dynamic_logistics
19526,,,2023-03-25 14:00:00,,9.87965818032002,High Risk,0.7836617009233157,dynamic_logistics
19527,,,2023-03-25 15:00:00,,9.895069530964728,Low Risk,0.0854415631998302,dynamic_logistics
19528,,,2023-03-25 16:00:00,,3.822131717279982,High Risk,0.7467726185548356,dynamic_logistics
19529,,,2023-03-25 17:00:00,,9.991889563277798,High Risk,0.9999987046945852,dynamic_logistics
19530,,,2023-03-25 18:00:00,,8.767429751956344,Moderate Risk,0.5190119381332973,dynamic_logistics
19531,,,2023-03-25 19:00:00,,8.080386665771323,High Risk,0.9997094580084064,dynamic_logistics
19532,,,2023-03-25 20:00:00,,9.008474525899016,Moderate Risk,0.3391069811912342,dynamic_logistics
19533,,,2023-03-25 21:00:00,,3.22732806405023,High Risk,0.9956659486676576,dynamic_logistics
19534,,,2023-03-25 22:00:00,,6.926547906719595,High Risk,0.9999999642779532,dynamic_logistics
19535,,,2023-03-25 23:00:00,,9.391469358402643,Low Risk,0.2396305150859982,dynamic_logistics
19536,,,2023-03-26 00:00:00,,1.1933175607782882,High Risk,0.9825002705116388,dynamic_logistics
19537,,,2023-03-26 01:00:00,,3.0806935483351365,High Risk,0.9999827754619656,dynamic_logistics
19538,,,2023-03-26 02:00:00,,-0.9803468828982118,High Risk,0.9140106811307068,dynamic_logistics
19539,,,2023-03-26 03:00:00,,1.5175932526550395,High Risk,0.9995460819758488,dynamic_logistics
19540,,,2023-03-26 04:00:00,,1.6972840796105984,Moderate Risk,0.6069785993382436,dynamic_logistics
19541,,,2023-03-26 05:00:00,,6.619219015264612,High Risk,0.9036040655419826,dynamic_logistics
19542,,,2023-03-26 06:00:00,,2.435994733435104,High Risk,0.8252115836822695,dynamic_logistics
19543,,,2023-03-26 07:00:00,,9.628815522180442,High Risk,0.9788764442783552,dynamic_logistics
19544,,,2023-03-26 08:00:00,,0.3613180751560296,High Risk,0.995773748073422,dynamic_logistics
19545,,,2023-03-26 09:00:00,,2.1311946706533726,High Risk,0.9088192986899722,dynamic_logistics
19546,,,2023-03-26 10:00:00,,4.315624843445484,Low Risk,0.0326277741847477,dynamic_logistics
19547,,,2023-03-26 11:00:00,,7.510302920172812,Low Risk,0.2094030441977619,dynamic_logistics
19548,,,2023-03-26 12:00:00,,2.6412789457449977,High Risk,0.9989954226563552,dynamic_logistics
19549,,,2023-03-26 13:00:00,,9.92830838330958,High Risk,0.8624858316563152,dynamic_logistics
19550,,,2023-03-26 14:00:00,,9.803842935378318,High Risk,0.9598477818779518,dynamic_logistics
19551,,,2023-03-26 15:00:00,,9.953725956427313,High Risk,0.9427385270325144,dynamic_logistics
19552,,,2023-03-26 16:00:00,,5.817110660936825,High Risk,0.9999998609127256,dynamic_logistics
19553,,,2023-03-26 17:00:00,,9.962039918795668,High Risk,0.9626771700422656,dynamic_logistics
19554,,,2023-03-26 18:00:00,,2.4445436365583344,High Risk,0.9885110497660742,dynamic_logistics
19555,,,2023-03-26 19:00:00,,9.480845364553163,High Risk,0.7597041514402391,dynamic_logistics
19556,,,2023-03-26 20:00:00,,8.9501254934123,High Risk,0.984034735503574,dynamic_logistics
19557,,,2023-03-26 21:00:00,,-1.9999101274020936,High Risk,0.9982719546516672,dynamic_logistics
19558,,,2023-03-26 22:00:00,,2.89431328460152,High Risk,0.9895170567383972,dynamic_logistics
19559,,,2023-03-26 23:00:00,,7.658312845236527,Moderate Risk,0.6241267310162645,dynamic_logistics
19560,,,2023-03-27 00:00:00,,1.1655387141391804,Moderate Risk,0.359970884777139,dynamic_logistics
19561,,,2023-03-27 01:00:00,,-1.704237424738833,High Risk,0.9999999970181508,dynamic_logistics
19562,,,2023-03-27 02:00:00,,-0.7661847475390622,High Risk,0.9916949019417508,dynamic_logistics
19563,,,2023-03-27 03:00:00,,9.96802782456966,High Risk,0.8783478248648487,dynamic_logistics
19564,,,2023-03-27 04:00:00,,9.733964591261596,Moderate Risk,0.648810219647253,dynamic_logistics
19565,,,2023-03-27 05:00:00,,8.483496126140876,High Risk,0.9999698131981284,dynamic_logistics
19566,,,2023-03-27 06:00:00,,9.958250845093328,Moderate Risk,0.5321753044202052,dynamic_logistics
19567,,,2023-03-27 07:00:00,,3.4935938275676595,Moderate Risk,0.6500619994716653,dynamic_logistics
19568,,,2023-03-27 08:00:00,,9.157435810426254,High Risk,0.9925370809864152,dynamic_logistics
19569,,,2023-03-27 09:00:00,,9.913183194319153,Moderate Risk,0.5590192241043548,dynamic_logistics
19570,,,2023-03-27 10:00:00,,9.96779388241359,Low Risk,0.0756726749980174,dynamic_logistics
19571,,,2023-03-27 11:00:00,,4.449394813329873,Moderate Risk,0.3916436811662358,dynamic_logistics
19572,,,2023-03-27 12:00:00,,9.33110851383756,High Risk,0.8984142111937254,dynamic_logistics
19573,,,2023-03-27 13:00:00,,-1.4234883640706402,High Risk,0.9961658883337404,dynamic_logistics
19574,,,2023-03-27 14:00:00,,5.041204733304966,Low Risk,0.0464602777029123,dynamic_logistics
19575,,,2023-03-27 15:00:00,,7.185589957844698,High Risk,0.993935026683206,dynamic_logistics
19576,,,2023-03-27 16:00:00,,-1.9792178029268324,High Risk,0.9956506620938864,dynamic_logistics
19577,,,2023-03-27 17:00:00,,3.086995002090802,Moderate Risk,0.5972011399099874,dynamic_logistics
19578,,,2023-03-27 18:00:00,,9.816337138444364,High Risk,0.9441885002941084,dynamic_logistics
19579,,,2023-03-27 19:00:00,,9.23277960335479,High Risk,0.7832958059801486,dynamic_logistics
19580,,,2023-03-27 20:00:00,,9.980081884366257,High Risk,0.7673900536325988,dynamic_logistics
19581,,,2023-03-27 21:00:00,,6.452486636399847,High Risk,0.9998787941859058,dynamic_logistics
19582,,,2023-03-27 22:00:00,,9.843957253654658,High Risk,0.999352678750907,dynamic_logistics
19583,,,2023-03-27 23:00:00,,-0.6166946015111279,High Risk,0.9651631692414616,dynamic_logistics
19584,,,2023-03-28 00:00:00,,9.9813089393587,High Risk,0.9032635132644442,dynamic_logistics
19585,,,2023-03-28 01:00:00,,8.251798359759743,High Risk,0.9999583496861756,dynamic_logistics
19586,,,2023-03-28 02:00:00,,9.994116757384372,High Risk,0.9492410888297034,dynamic_logistics
19587,,,2023-03-28 03:00:00,,-1.952575656122176,Moderate Risk,0.614741839998797,dynamic_logistics
19588,,,2023-03-28 04:00:00,,-1.0317135046384645,High Risk,0.981104594692402,dynamic_logistics
19589,,,2023-03-28 05:00:00,,-1.3110139651075208,High Risk,0.9999981064307252,dynamic_logistics
19590,,,2023-03-28 06:00:00,,0.9288547972103448,High Risk,0.994169213600738,dynamic_logistics
19591,,,2023-03-28 07:00:00,,8.542386779120852,High Risk,0.9997518010926284,dynamic_logistics
19592,,,2023-03-28 08:00:00,,5.834850298045412,High Risk,0.9999940654840396,dynamic_logistics
19593,,,2023-03-28 09:00:00,,3.5272379816276853,High Risk,0.9981739803953265,dynamic_logistics
19594,,,2023-03-28 10:00:00,,9.862117430627066,High Risk,0.911953914984121,dynamic_logistics
19595,,,2023-03-28 11:00:00,,-1.940737955855459,High Risk,0.9895673743165256,dynamic_logistics
19596,,,2023-03-28 12:00:00,,-1.3211647855067783,High Risk,0.9982949347386358,dynamic_logistics
19597,,,2023-03-28 13:00:00,,8.154222687488103,High Risk,0.99621463925519,dynamic_logistics
19598,,,2023-03-28 14:00:00,,9.547306233148497,High Risk,0.9961113565945314,dynamic_logistics
19599,,,2023-03-28 15:00:00,,-0.8888098985650699,High Risk,0.9972480135299971,dynamic_logistics
19600,,,2023-03-28 16:00:00,,9.31436748228854,High Risk,0.8751683362594455,dynamic_logistics
19601,,,2023-03-28 17:00:00,,-1.975588716177913,Low Risk,0.2058302258827966,dynamic_logistics
19602,,,2023-03-28 18:00:00,,5.471133973485067,High Risk,0.8538938386960699,dynamic_logistics
19603,,,2023-03-28 19:00:00,,9.86349265982017,Low Risk,0.2346342546070772,dynamic_logistics
19604,,,2023-03-28 20:00:00,,9.995042364792976,High Risk,0.9996490078029936,dynamic_logistics
19605,,,2023-03-28 21:00:00,,4.666406285401711,High Risk,0.9999836308529932,dynamic_logistics
19606,,,2023-03-28 22:00:00,,-1.7549267475860844,Low Risk,0.1616629211744346,dynamic_logistics
19607,,,2023-03-28 23:00:00,,1.921229985924032,High Risk,0.924412964810748,dynamic_logistics
19608,,,2023-03-29 00:00:00,,-1.008137652976858,High Risk,0.9237158147686866,dynamic_logistics
19609,,,2023-03-29 01:00:00,,9.98588226020508,High Risk,0.7950834953292439,dynamic_logistics
19610,,,2023-03-29 02:00:00,,4.895421699695946,High Risk,0.7189386481429277,dynamic_logistics
19611,,,2023-03-29 03:00:00,,9.94989623420561,High Risk,0.7744107800221828,dynamic_logistics
19612,,,2023-03-29 04:00:00,,3.7764367225400175,High Risk,0.9999258774953312,dynamic_logistics
19613,,,2023-03-29 05:00:00,,0.8908156350474585,High Risk,0.9973602114023568,dynamic_logistics
19614,,,2023-03-29 06:00:00,,7.891872324600943,High Risk,0.9979285012372336,dynamic_logistics
19615,,,2023-03-29 07:00:00,,5.67261112856017,High Risk,0.9999999986375464,dynamic_logistics
19616,,,2023-03-29 08:00:00,,-0.9231660330941032,High Risk,0.9703866677204264,dynamic_logistics
19617,,,2023-03-29 09:00:00,,-0.3745188562732313,Low Risk,0.1153496112643276,dynamic_logistics
19618,,,2023-03-29 10:00:00,,9.421888950274496,High Risk,0.9999999194643648,dynamic_logistics
19619,,,2023-03-29 11:00:00,,-1.5991637934872125,High Risk,0.9901804625669124,dynamic_logistics
19620,,,2023-03-29 12:00:00,,2.151310281694542,High Risk,0.9970018383028268,dynamic_logistics
19621,,,2023-03-29 13:00:00,,-1.079561382359935,Low Risk,0.0169527539033119,dynamic_logistics
19622,,,2023-03-29 14:00:00,,5.228058670882728,High Risk,0.9990828494714556,dynamic_logistics
19623,,,2023-03-29 15:00:00,,2.2744139501895786,High Risk,0.903353588778985,dynamic_logistics
19624,,,2023-03-29 16:00:00,,9.946578883255288,High Risk,0.9999990723200186,dynamic_logistics
19625,,,2023-03-29 17:00:00,,7.677560407274697,High Risk,0.9999999810892534,dynamic_logistics
19626,,,2023-03-29 18:00:00,,8.712416238570384,High Risk,0.9216186015914088,dynamic_logistics
19627,,,2023-03-29 19:00:00,,1.1691728184504466,Low Risk,0.0962716081353024,dynamic_logistics
19628,,,2023-03-29 20:00:00,,1.3312227655033777,High Risk,0.9928982168555496,dynamic_logistics
19629,,,2023-03-29 21:00:00,,4.10896443056459,High Risk,0.9780685186423568,dynamic_logistics
19630,,,2023-03-29 22:00:00,,3.854798620889606,Low Risk,0.2597756790870866,dynamic_logistics
19631,,,2023-03-29 23:00:00,,9.411045944226991,High Risk,0.9998592681597296,dynamic_logistics
19632,,,2023-03-30 00:00:00,,-1.9801319859271445,High Risk,0.9387547300483492,dynamic_logistics
19633,,,2023-03-30 01:00:00,,-1.0386777730598906,High Risk,0.9967650484364656,dynamic_logistics
19634,,,2023-03-30 02:00:00,,8.17894668878696,High Risk,0.8760370855336408,dynamic_logistics
19635,,,2023-03-30 03:00:00,,9.106896430496706,High Risk,0.9999999973061328,dynamic_logistics
19636,,,2023-03-30 04:00:00,,7.63151992149746,High Risk,0.9472745795013908,dynamic_logistics
19637,,,2023-03-30 05:00:00,,9.029754888000776,High Risk,0.9373406722536994,dynamic_logistics
19638,,,2023-03-30 06:00:00,,5.307935152978587,High Risk,0.9694295754056436,dynamic_logistics
19639,,,2023-03-30 07:00:00,,6.384338100211124,High Risk,0.9999802483041332,dynamic_logistics
19640,,,2023-03-30 08:00:00,,0.0315978068934561,High Risk,0.9732516108418028,dynamic_logistics
19641,,,2023-03-30 09:00:00,,2.5684434833588634,High Risk,0.9997149528328286,dynamic_logistics
19642,,,2023-03-30 10:00:00,,9.523591928693028,High Risk,0.9878830973581044,dynamic_logistics
19643,,,2023-03-30 11:00:00,,6.470214183686716,High Risk,0.9988803501106346,dynamic_logistics
19644,,,2023-03-30 12:00:00,,8.14820241289824,Low Risk,0.1896448967200033,dynamic_logistics
19645,,,2023-03-30 13:00:00,,3.6429281216274223,High Risk,0.9999140932838456,dynamic_logistics
19646,,,2023-03-30 14:00:00,,-1.5493180370543191,Low Risk,0.2536102850140576,dynamic_logistics
19647,,,2023-03-30 15:00:00,,9.082173068358395,Moderate Risk,0.6268763985493065,dynamic_logistics
19648,,,2023-03-30 16:00:00,,2.7735982744287826,High Risk,0.992812466968058,dynamic_logistics
19649,,,2023-03-30 17:00:00,,9.957859025833596,High Risk,0.983977564495032,dynamic_logistics
19650,,,2023-03-30 18:00:00,,1.1338709043726678,High Risk,0.953076278009012,dynamic_logistics
19651,,,2023-03-30 19:00:00,,9.69628557092202,High Risk,0.9999982826462308,dynamic_logistics
19652,,,2023-03-30 20:00:00,,-1.4934387551279125,Moderate Risk,0.4726778125473977,dynamic_logistics
19653,,,2023-03-30 21:00:00,,2.0201319930157267,Low Risk,0.295166636914548,dynamic_logistics
19654,,,2023-03-30 22:00:00,,-0.7176616822131814,High Risk,0.7434647655679528,dynamic_logistics
19655,,,2023-03-30 23:00:00,,-0.8555319203630971,High Risk,0.9991257593109945,dynamic_logistics
19656,,,2023-03-31 00:00:00,,-0.667122939793019,High Risk,0.9999988963528522,dynamic_logistics
19657,,,2023-03-31 01:00:00,,-1.7765522195520649,High Risk,0.8040851658440642,dynamic_logistics
19658,,,2023-03-31 02:00:00,,9.989023605127691,High Risk,0.9913793225103116,dynamic_logistics
19659,,,2023-03-31 03:00:00,,9.78475187484909,High Risk,0.9748581427836948,dynamic_logistics
19660,,,2023-03-31 04:00:00,,9.60220092142421,High Risk,0.9736755412142616,dynamic_logistics
19661,,,2023-03-31 05:00:00,,9.2603989465686,High Risk,0.9999615794371404,dynamic_logistics
19662,,,2023-03-31 06:00:00,,-0.9087744170345424,High Risk,0.8025010360407755,dynamic_logistics
19663,,,2023-03-31 07:00:00,,9.08885294289198,High Risk,0.9997415212100828,dynamic_logistics
19664,,,2023-03-31 08:00:00,,-1.6028716108847592,Moderate Risk,0.5380206825548868,dynamic_logistics
19665,,,2023-03-31 09:00:00,,6.903658157186795,High Risk,0.9999998402842852,dynamic_logistics
19666,,,2023-03-31 10:00:00,,7.572460232475814,Moderate Risk,0.3209814746627444,dynamic_logistics
19667,,,2023-03-31 11:00:00,,5.0601301710256905,High Risk,0.9903064015523104,dynamic_logistics
19668,,,2023-03-31 12:00:00,,0.0213093263549519,High Risk,0.7151861811356626,dynamic_logistics
19669,,,2023-03-31 13:00:00,,3.87124760380534,Low Risk,0.0616667256324976,dynamic_logistics
19670,,,2023-03-31 14:00:00,,8.26843208627482,High Risk,0.8245457698225347,dynamic_logistics
19671,,,2023-03-31 15:00:00,,0.6107961191138687,High Risk,0.9999963877517368,dynamic_logistics
19672,,,2023-03-31 16:00:00,,5.994568416389935,High Risk,0.9317456598849092,dynamic_logistics
19673,,,2023-03-31 17:00:00,,1.8547946498466992,High Risk,0.8594948990922127,dynamic_logistics
19674,,,2023-03-31 18:00:00,,9.581751730627955,High Risk,0.9999805311141912,dynamic_logistics
19675,,,2023-03-31 19:00:00,,9.995697756589877,High Risk,0.8450669320149353,dynamic_logistics
19676,,,2023-03-31 20:00:00,,3.799646127807292,High Risk,0.999999152674733,dynamic_logistics
19677,,,2023-03-31 21:00:00,,6.000428376606251,High Risk,0.9999040450289244,dynamic_logistics
19678,,,2023-03-31 22:00:00,,8.676707771605574,Moderate Risk,0.4329785496573864,dynamic_logistics
19679,,,2023-03-31 23:00:00,,-1.3522080584393057,High Risk,0.9910053353143516,dynamic_logistics
19680,,,2023-04-01 00:00:00,,2.642282293264614,High Risk,0.7863318953518382,dynamic_logistics
19681,,,2023-04-01 01:00:00,,1.4572548523695792,High Risk,0.9780282723467664,dynamic_logistics
19682,,,2023-04-01 02:00:00,,0.0162452223027846,Low Risk,0.2568557902047078,dynamic_logistics
