shipment_id,origin,destination,dispatch_date,delivery_date,delay_days,disruption_type,risk_score,source,lead_time_days,delay_severity,month,weekday,quarter,year,route_risk_score
9875,,,2022-02-16 11:00:00,,4.529997132576131,Moderate Risk,0.6604819364980355,dynamic_logistics,,,2,2,1,2022,
9876,,,2022-02-16 12:00:00,,4.045535605937358,Low Risk,0.2482358977560779,dynamic_logistics,,,2,2,1,2022,
9877,,,2022-02-16 13:00:00,,1.8321505095573405,High Risk,0.9490460753111556,dynamic_logistics,,,2,2,1,2022,
9878,,,2022-02-16 14:00:00,,1.6669771229808448,High Risk,0.9999496110336146,dynamic_logistics,,,2,2,1,2022,
9879,,,2022-02-16 15:00:00,,7.09438241662976,High Risk,0.9971563057913092,dynamic_logistics,,,2,2,1,2022,
9880,,,2022-02-16 16:00:00,,9.017523192328168,High Risk,0.9778779440280072,dynamic_logistics,,,2,2,1,2022,
9881,,,2022-02-16 17:00:00,,7.293958036410761,High Risk,0.9972676513932826,dynamic_logistics,,,2,2,1,2022,
9882,,,2022-02-16 18:00:00,,5.980566735821611,High Risk,0.9999962764603412,dynamic_logistics,,,2,2,1,2022,
9883,,,2022-02-16 19:00:00,,1.0612560862269058,Moderate Risk,0.4328093716029017,dynamic_logistics,,,2,2,1,2022,
9884,,,2022-02-16 20:00:00,,9.99033156551734,High Risk,0.9999611153706044,dynamic_logistics,,,2,2,1,2022,
9885,,,2022-02-16 21:00:00,,7.79443884955673,High Risk,0.8885944417884282,dynamic_logistics,,,2,2,1,2022,
9886,,,2022-02-16 22:00:00,,5.823815664858481,High Risk,0.9949021393518146,dynamic_logistics,,,2,2,1,2022,
9887,,,2022-02-16 23:00:00,,9.822667900534508,High Risk,0.997276496493583,dynamic_logistics,,,2,2,1,2022,
9888,,,2022-02-17 00:00:00,,-0.5330382651053283,High Risk,0.9990895430700356,dynamic_logistics,,,2,3,1,2022,
9889,,,2022-02-17 01:00:00,,5.478968561664331,High Risk,0.963688273813813,dynamic_logistics,,,2,3,1,2022,
9890,,,2022-02-17 02:00:00,,9.969928119247772,High Risk,0.7576810236832131,dynamic_logistics,,,2,3,1,2022,
9891,,,2022-02-17 03:00:00,,7.674728401592358,Moderate Risk,0.483939943261568,dynamic_logistics,,,2,3,1,2022,
9892,,,2022-02-17 04:00:00,,8.985084435436596,High Risk,0.9881530090915768,dynamic_logistics,,,2,3,1,2022,
9893,,,2022-02-17 05:00:00,,9.889103093005916,High Risk,0.9997558236369428,dynamic_logistics,,,2,3,1,2022,
9894,,,2022-02-17 06:00:00,,8.265651003496757,High Risk,0.9996943235488852,dynamic_logistics,,,2,3,1,2022,
9895,,,2022-02-17 07:00:00,,4.035204419746858,High Risk,0.9840662522486158,dynamic_logistics,,,2,3,1,2022,
9896,,,2022-02-17 08:00:00,,1.9746891260009385,High Risk,0.9971266877291912,dynamic_logistics,,,2,3,1,2022,
9897,,,2022-02-17 09:00:00,,7.635802384541703,High Risk,0.9991618918861904,dynamic_logistics,,,2,3,1,2022,
9898,,,2022-02-17 10:00:00,,9.912497126966423,High Risk,0.8627932477278618,dynamic_logistics,,,2,3,1,2022,
9899,,,2022-02-17 11:00:00,,5.090180187606233,High Risk,0.9999936088095502,dynamic_logistics,,,2,3,1,2022,
9900,,,2022-02-17 12:00:00,,8.153325986346399,High Risk,0.999579525708426,dynamic_logistics,,,2,3,1,2022,
9901,,,2022-02-17 13:00:00,,7.754257715312194,High Risk,0.9362329153602972,dynamic_logistics,,,2,3,1,2022,
9902,,,2022-02-17 14:00:00,,-1.989522214155663,High Risk,0.9999994872153734,dynamic_logistics,,,2,3,1,2022,
9903,,,2022-02-17 15:00:00,,9.99993742675621,High Risk,0.999999981229562,dynamic_logistics,,,2,3,1,2022,
9904,,,2022-02-17 16:00:00,,0.0151509898507731,Moderate Risk,0.5875257902970303,dynamic_logistics,,,2,3,1,2022,
9905,,,2022-02-17 17:00:00,,-1.052262545736761,Moderate Risk,0.5653765832051524,dynamic_logistics,,,2,3,1,2022,
9906,,,2022-02-17 18:00:00,,4.871413245919464,High Risk,0.9975411189711192,dynamic_logistics,,,2,3,1,2022,
9907,,,2022-02-17 19:00:00,,9.992522543964071,High Risk,0.99967169706462,dynamic_logistics,,,2,3,1,2022,
9908,,,2022-02-17 20:00:00,,5.253909327564015,Low Risk,0.0887784747202617,dynamic_logistics,,,2,3,1,2022,
9909,,,2022-02-17 21:00:00,,9.702532193017984,High Risk,0.9998697586418278,dynamic_logistics,,,2,3,1,2022,
9910,,,2022-02-17 22:00:00,,2.01621440539468,High Risk,0.9994364129729594,dynamic_logistics,,,2,3,1,2022,
9911,,,2022-02-17 23:00:00,,8.418749869509266,High Risk,0.7656458912138637,dynamic_logistics,,,2,3,1,2022,
9912,,,2022-02-18 00:00:00,,-0.6411440919034215,Moderate Risk,0.6670407741804911,dynamic_logistics,,,2,4,1,2022,
9913,,,2022-02-18 01:00:00,,5.526364273392013,Moderate Risk,0.5192751013833139,dynamic_logistics,,,2,4,1,2022,
9914,,,2022-02-18 02:00:00,,5.608065249837436,High Risk,0.7674959882599656,dynamic_logistics,,,2,4,1,2022,
9915,,,2022-02-18 03:00:00,,0.5190740266118246,High Risk,0.9995150191857772,dynamic_logistics,,,2,4,1,2022,
9916,,,2022-02-18 04:00:00,,-1.0801163435771748,High Risk,0.9785549829068384,dynamic_logistics,,,2,4,1,2022,
9917,,,2022-02-18 05:00:00,,9.999739198707395,High Risk,0.9961541740368336,dynamic_logistics,,,2,4,1,2022,
9918,,,2022-02-18 06:00:00,,0.2343925023797561,High Risk,0.9543309480401692,dynamic_logistics,,,2,4,1,2022,
9919,,,2022-02-18 07:00:00,,9.009336617678304,Moderate Risk,0.5389028999071982,dynamic_logistics,,,2,4,1,2022,
9920,,,2022-02-18 08:00:00,,9.759758128401144,High Risk,0.7083185818500253,dynamic_logistics,,,2,4,1,2022,
9921,,,2022-02-18 09:00:00,,-1.297088073400589,High Risk,0.9403059259688872,dynamic_logistics,,,2,4,1,2022,
9922,,,2022-02-18 10:00:00,,8.419891604354493,High Risk,0.9461727130658484,dynamic_logistics,,,2,4,1,2022,
9923,,,2022-02-18 11:00:00,,9.68671912578212,High Risk,0.7051305596275231,dynamic_logistics,,,2,4,1,2022,
9924,,,2022-02-18 12:00:00,,9.061829063298564,Moderate Risk,0.6968470054806505,dynamic_logistics,,,2,4,1,2022,
9925,,,2022-02-18 13:00:00,,0.6007108147830893,High Risk,0.7339296610944138,dynamic_logistics,,,2,4,1,2022,
9926,,,2022-02-18 14:00:00,,-1.434824670165321,High Risk,0.956524693467186,dynamic_logistics,,,2,4,1,2022,
9927,,,2022-02-18 15:00:00,,8.371327107788343,High Risk,0.9882807296480448,dynamic_logistics,,,2,4,1,2022,
9928,,,2022-02-18 16:00:00,,-1.9219888287483828,High Risk,0.9996895370956652,dynamic_logistics,,,2,4,1,2022,
9929,,,2022-02-18 17:00:00,,-1.7075795374742502,High Risk,0.9625309560126696,dynamic_logistics,,,2,4,1,2022,
9930,,,2022-02-18 18:00:00,,0.3033813172921125,High Risk,0.9903636129614042,dynamic_logistics,,,2,4,1,2022,
9931,,,2022-02-18 19:00:00,,9.020629484796592,Moderate Risk,0.5561883729192068,dynamic_logistics,,,2,4,1,2022,
9932,,,2022-02-18 20:00:00,,6.171928550804953,Moderate Risk,0.5801252327901942,dynamic_logistics,,,2,4,1,2022,
9933,,,2022-02-18 21:00:00,,9.089907804831684,High Risk,0.7466486464986211,dynamic_logistics,,,2,4,1,2022,
9934,,,2022-02-18 22:00:00,,8.831447454422447,Low Risk,0.0233718477821581,dynamic_logistics,,,2,4,1,2022,
9935,,,2022-02-18 23:00:00,,1.4624933180822142,High Risk,0.7650346684638576,dynamic_logistics,,,2,4,1,2022,
9936,,,2022-02-19 00:00:00,,7.753064509768988,Moderate Risk,0.4713134043912879,dynamic_logistics,,,2,5,1,2022,
9937,,,2022-02-19 01:00:00,,9.024478185855472,Moderate Risk,0.6787738976390596,dynamic_logistics,,,2,5,1,2022,
9938,,,2022-02-19 02:00:00,,6.2794575947444216,High Risk,0.999998487273123,dynamic_logistics,,,2,5,1,2022,
9939,,,2022-02-19 03:00:00,,9.376131975959735,High Risk,0.972895148739087,dynamic_logistics,,,2,5,1,2022,
9940,,,2022-02-19 04:00:00,,-1.4144080016221197,Low Risk,0.23080882910598,dynamic_logistics,,,2,5,1,2022,
9941,,,2022-02-19 05:00:00,,-1.7312004580153568,Low Risk,0.1502200011455797,dynamic_logistics,,,2,5,1,2022,
9942,,,2022-02-19 06:00:00,,8.00291354407983,Low Risk,0.0524607341157243,dynamic_logistics,,,2,5,1,2022,
9943,,,2022-02-19 07:00:00,,-1.9919882663985609,Moderate Risk,0.4393834887498629,dynamic_logistics,,,2,5,1,2022,
9944,,,2022-02-19 08:00:00,,-1.2558064469132544,High Risk,0.9641964671124978,dynamic_logistics,,,2,5,1,2022,
9945,,,2022-02-19 09:00:00,,9.13747317113432,High Risk,0.9997386856880974,dynamic_logistics,,,2,5,1,2022,
9946,,,2022-02-19 10:00:00,,8.88488953785492,Low Risk,0.2808995418239701,dynamic_logistics,,,2,5,1,2022,
9947,,,2022-02-19 11:00:00,,9.970608692025348,High Risk,0.9999213482921796,dynamic_logistics,,,2,5,1,2022,
9948,,,2022-02-19 12:00:00,,4.828137693586093,High Risk,0.9982828627277784,dynamic_logistics,,,2,5,1,2022,
9949,,,2022-02-19 13:00:00,,2.648150463187516,High Risk,0.9469038131575308,dynamic_logistics,,,2,5,1,2022,
9950,,,2022-02-19 14:00:00,,1.5468402869708653,Moderate Risk,0.6427769310502991,dynamic_logistics,,,2,5,1,2022,
9951,,,2022-02-19 15:00:00,,8.862070411869338,High Risk,0.9988070364682764,dynamic_logistics,,,2,5,1,2022,
9952,,,2022-02-19 16:00:00,,-1.7842298829897878,High Risk,0.9973837196333514,dynamic_logistics,,,2,5,1,2022,
9953,,,2022-02-19 17:00:00,,4.856055397370274,High Risk,0.9990232811387028,dynamic_logistics,,,2,5,1,2022,
9954,,,2022-02-19 18:00:00,,8.662923734485076,High Risk,0.9989186212624636,dynamic_logistics,,,2,5,1,2022,
9955,,,2022-02-19 19:00:00,,9.517313393160912,High Risk,0.999751816515504,dynamic_logistics,,,2,5,1,2022,
9956,,,2022-02-19 20:00:00,,9.970656640309189,High Risk,0.9993781459501144,dynamic_logistics,,,2,5,1,2022,
9957,,,2022-02-19 21:00:00,,6.973755064788243,High Risk,0.997653729135849,dynamic_logistics,,,2,5,1,2022,
9958,,,2022-02-19 22:00:00,,-1.9937834527274565,Moderate Risk,0.4352393752024864,dynamic_logistics,,,2,5,1,2022,
9959,,,2022-02-19 23:00:00,,7.583583806228805,High Risk,0.9983239089604852,dynamic_logistics,,,2,5,1,2022,
9960,,,2022-02-20 00:00:00,,9.025559673931316,High Risk,0.992068294713752,dynamic_logistics,,,2,6,1,2022,
9961,,,2022-02-20 01:00:00,,9.581896746377462,High Risk,0.997243285024813,dynamic_logistics,,,2,6,1,2022,
9962,,,2022-02-20 02:00:00,,-1.893522545510622,High Risk,0.9994422418132292,dynamic_logistics,,,2,6,1,2022,
9963,,,2022-02-20 03:00:00,,9.875684545965695,High Risk,0.9823149974951348,dynamic_logistics,,,2,6,1,2022,
9964,,,2022-02-20 04:00:00,,9.980246006651557,High Risk,0.9975130589393808,dynamic_logistics,,,2,6,1,2022,
9965,,,2022-02-20 05:00:00,,4.49552718878232,High Risk,0.999662690014694,dynamic_logistics,,,2,6,1,2022,
9966,,,2022-02-20 06:00:00,,8.431468410244543,Low Risk,0.1050349204200164,dynamic_logistics,,,2,6,1,2022,
9967,,,2022-02-20 07:00:00,,-0.0895807541506581,Moderate Risk,0.6808609333596798,dynamic_logistics,,,2,6,1,2022,
9968,,,2022-02-20 08:00:00,,6.512453616826075,Moderate Risk,0.6153681504964699,dynamic_logistics,,,2,6,1,2022,
9969,,,2022-02-20 09:00:00,,-1.9886452010289413,Moderate Risk,0.628296857829491,dynamic_logistics,,,2,6,1,2022,
9970,,,2022-02-20 10:00:00,,8.79054704974083,High Risk,0.9995753606266384,dynamic_logistics,,,2,6,1,2022,
9971,,,2022-02-20 11:00:00,,9.735051071388131,High Risk,0.7830416993677359,dynamic_logistics,,,2,6,1,2022,
9972,,,2022-02-20 12:00:00,,9.99330505568323,High Risk,0.76341192581141,dynamic_logistics,,,2,6,1,2022,
9973,,,2022-02-20 13:00:00,,-1.919833925903368,High Risk,0.9999937081081798,dynamic_logistics,,,2,6,1,2022,
9974,,,2022-02-20 14:00:00,,-1.4915715154224145,High Risk,0.8588968182438081,dynamic_logistics,,,2,6,1,2022,
9975,,,2022-02-20 15:00:00,,1.955477685673947,High Risk,0.9954281842166258,dynamic_logistics,,,2,6,1,2022,
9976,,,2022-02-20 16:00:00,,9.77884891642195,Moderate Risk,0.5942375513471947,dynamic_logistics,,,2,6,1,2022,
9977,,,2022-02-20 17:00:00,,9.896429077076808,High Risk,0.9816789693456274,dynamic_logistics,,,2,6,1,2022,
9978,,,2022-02-20 18:00:00,,-1.6085080713387307,High Risk,0.977904876883932,dynamic_logistics,,,2,6,1,2022,
9979,,,2022-02-20 19:00:00,,-1.3187134566508163,Low Risk,0.1479650215870588,dynamic_logistics,,,2,6,1,2022,
9980,,,2022-02-20 20:00:00,,0.8522996468306014,Low Risk,0.2998106521023047,dynamic_logistics,,,2,6,1,2022,
9981,,,2022-02-20 21:00:00,,9.523863431072456,High Risk,0.9039673700259626,dynamic_logistics,,,2,6,1,2022,
9982,,,2022-02-20 22:00:00,,9.999829086726225,High Risk,0.9999609286394282,dynamic_logistics,,,2,6,1,2022,
9983,,,2022-02-20 23:00:00,,3.2668748635720304,High Risk,0.9329742698916468,dynamic_logistics,,,2,6,1,2022,
9984,,,2022-02-21 00:00:00,,9.856664902111747,High Risk,0.9647709731436024,dynamic_logistics,,,2,0,1,2022,
9985,,,2022-02-21 01:00:00,,6.105025805643109,High Risk,0.7663365533529811,dynamic_logistics,,,2,0,1,2022,
9986,,,2022-02-21 02:00:00,,2.186798895196281,High Risk,0.9998192296083586,dynamic_logistics,,,2,0,1,2022,
9987,,,2022-02-21 03:00:00,,9.61654427520509,High Risk,0.9999454559968312,dynamic_logistics,,,2,0,1,2022,
9988,,,2022-02-21 04:00:00,,2.167282302479429,Low Risk,0.2237328075465458,dynamic_logistics,,,2,0,1,2022,
9989,,,2022-02-21 05:00:00,,4.435872554026441,High Risk,0.889551129958783,dynamic_logistics,,,2,0,1,2022,
9990,,,2022-02-21 06:00:00,,4.8202095320985805,High Risk,0.9923482184997018,dynamic_logistics,,,2,0,1,2022,
9991,,,2022-02-21 07:00:00,,7.944193311501785,High Risk,0.9742254013871816,dynamic_logistics,,,2,0,1,2022,
9992,,,2022-02-21 08:00:00,,1.473023378086292,High Risk,0.907253111776276,dynamic_logistics,,,2,0,1,2022,
9993,,,2022-02-21 09:00:00,,9.971054095575123,High Risk,0.9392272297380976,dynamic_logistics,,,2,0,1,2022,
9994,,,2022-02-21 10:00:00,,9.973821569867509,High Risk,0.9005182879136328,dynamic_logistics,,,2,0,1,2022,
9995,,,2022-02-21 11:00:00,,9.994082382295849,Moderate Risk,0.6617453849012833,dynamic_logistics,,,2,0,1,2022,
9996,,,2022-02-21 12:00:00,,8.685060988013968,High Risk,0.9569580735628298,dynamic_logistics,,,2,0,1,2022,
9997,,,2022-02-21 13:00:00,,-1.0078664734392293,High Risk,0.9996032560075396,dynamic_logistics,,,2,0,1,2022,
9998,,,2022-02-21 14:00:00,,6.821668863097354,High Risk,0.8855524559383184,dynamic_logistics,,,2,0,1,2022,
9999,,,2022-02-21 15:00:00,,-1.008381705158138,High Risk,0.8072047939261384,dynamic_logistics,,,2,0,1,2022,
10000,,,2022-02-21 16:00:00,,-1.9972325845152763,Low Risk,0.1998685565856184,dynamic_logistics,,,2,0,1,2022,
10001,,,2022-02-21 17:00:00,,6.445831885527699,High Risk,0.9999996582774456,dynamic_logistics,,,2,0,1,2022,
10002,,,2022-02-21 18:00:00,,4.881523810665257,High Risk,0.9438185100520942,dynamic_logistics,,,2,0,1,2022,
10003,,,2022-02-21 19:00:00,,3.679666677901337,High Risk,0.972593064510382,dynamic_logistics,,,2,0,1,2022,
10004,,,2022-02-21 20:00:00,,2.17015481006174,High Risk,0.9998943059130044,dynamic_logistics,,,2,0,1,2022,
10005,,,2022-02-21 21:00:00,,-0.663386426817766,Low Risk,0.0429664327853088,dynamic_logistics,,,2,0,1,2022,
10006,,,2022-02-21 22:00:00,,9.969235937335322,High Risk,0.9231806789155004,dynamic_logistics,,,2,0,1,2022,
10007,,,2022-02-21 23:00:00,,9.95505754289206,High Risk,0.9979603507844814,dynamic_logistics,,,2,0,1,2022,
10008,,,2022-02-22 00:00:00,,9.76216025648122,Low Risk,0.2043170537187691,dynamic_logistics,,,2,1,1,2022,
10009,,,2022-02-22 01:00:00,,7.694406846508443,High Risk,0.999917649071456,dynamic_logistics,,,2,1,1,2022,
10010,,,2022-02-22 02:00:00,,5.382773182738978,Low Risk,0.020658543068139,dynamic_logistics,,,2,1,1,2022,
10011,,,2022-02-22 03:00:00,,9.51243730562971,Low Risk,0.1000158667856633,dynamic_logistics,,,2,1,1,2022,
10012,,,2022-02-22 04:00:00,,6.948138746603512,Low Risk,0.1121329909399645,dynamic_logistics,,,2,1,1,2022,
10013,,,2022-02-22 05:00:00,,5.146735334873952,Moderate Risk,0.6796103936453661,dynamic_logistics,,,2,1,1,2022,
10014,,,2022-02-22 06:00:00,,9.256592444132547,Moderate Risk,0.6567542210626925,dynamic_logistics,,,2,1,1,2022,
10015,,,2022-02-22 07:00:00,,9.963810237520915,Moderate Risk,0.5985898203160909,dynamic_logistics,,,2,1,1,2022,
10016,,,2022-02-22 08:00:00,,2.491062998483668,High Risk,0.9999999998395592,dynamic_logistics,,,2,1,1,2022,
10017,,,2022-02-22 09:00:00,,5.427102649884121,High Risk,0.9999815643549798,dynamic_logistics,,,2,1,1,2022,
10018,,,2022-02-22 10:00:00,,8.988299497203515,Moderate Risk,0.669332158907142,dynamic_logistics,,,2,1,1,2022,
10019,,,2022-02-22 11:00:00,,4.244607435282262,High Risk,0.9999939447886916,dynamic_logistics,,,2,1,1,2022,
10020,,,2022-02-22 12:00:00,,3.3489396484817444,High Risk,0.7796326796391035,dynamic_logistics,,,2,1,1,2022,
10021,,,2022-02-22 13:00:00,,6.961981634449245,Moderate Risk,0.6206049852987656,dynamic_logistics,,,2,1,1,2022,
10022,,,2022-02-22 14:00:00,,9.329370272791529,High Risk,0.9999955388253344,dynamic_logistics,,,2,1,1,2022,
10023,,,2022-02-22 15:00:00,,2.3201836486464185,High Risk,0.9747427226212882,dynamic_logistics,,,2,1,1,2022,
10024,,,2022-02-22 16:00:00,,-0.5016007109777132,High Risk,0.9875707230987678,dynamic_logistics,,,2,1,1,2022,
10025,,,2022-02-22 17:00:00,,9.976507685446032,Moderate Risk,0.323493431641618,dynamic_logistics,,,2,1,1,2022,
10026,,,2022-02-22 18:00:00,,1.305324418081184,High Risk,0.929995488660301,dynamic_logistics,,,2,1,1,2022,
10027,,,2022-02-22 19:00:00,,8.221149676831487,High Risk,0.9999999765128806,dynamic_logistics,,,2,1,1,2022,
10028,,,2022-02-22 20:00:00,,8.479862141581298,High Risk,0.724992644307701,dynamic_logistics,,,2,1,1,2022,
10029,,,2022-02-22 21:00:00,,6.374029545329469,High Risk,0.8772239541738458,dynamic_logistics,,,2,1,1,2022,
10030,,,2022-02-22 22:00:00,,9.890810467419126,High Risk,0.9999461655052851,dynamic_logistics,,,2,1,1,2022,
10031,,,2022-02-22 23:00:00,,1.2337048902813827,High Risk,0.9393851825022504,dynamic_logistics,,,2,1,1,2022,
10032,,,2022-02-23 00:00:00,,9.629811296818998,High Risk,0.8882478332958937,dynamic_logistics,,,2,2,1,2022,
10033,,,2022-02-23 01:00:00,,9.870325660028636,High Risk,0.8483397989654028,dynamic_logistics,,,2,2,1,2022,
10034,,,2022-02-23 02:00:00,,-0.6299082450503137,Moderate Risk,0.6707356488384855,dynamic_logistics,,,2,2,1,2022,
10035,,,2022-02-23 03:00:00,,7.592155164411903,High Risk,0.8900284608484806,dynamic_logistics,,,2,2,1,2022,
10036,,,2022-02-23 04:00:00,,9.379759668012296,High Risk,0.7066311639172017,dynamic_logistics,,,2,2,1,2022,
10037,,,2022-02-23 05:00:00,,4.208494423802856,High Risk,0.999999841359644,dynamic_logistics,,,2,2,1,2022,
10038,,,2022-02-23 06:00:00,,-1.8626968886102928,High Risk,0.9643802059403496,dynamic_logistics,,,2,2,1,2022,
10039,,,2022-02-23 07:00:00,,-0.1108566226839933,High Risk,0.9999832883133816,dynamic_logistics,,,2,2,1,2022,
10040,,,2022-02-23 08:00:00,,0.5052357284723792,High Risk,0.9996949038269172,dynamic_logistics,,,2,2,1,2022,
10041,,,2022-02-23 09:00:00,,1.7953128691042997,Moderate Risk,0.6912302902176292,dynamic_logistics,,,2,2,1,2022,
10042,,,2022-02-23 10:00:00,,9.65448239490834,High Risk,0.8913256359419655,dynamic_logistics,,,2,2,1,2022,
10043,,,2022-02-23 11:00:00,,9.862911267562662,High Risk,0.9793670151220694,dynamic_logistics,,,2,2,1,2022,
10044,,,2022-02-23 12:00:00,,8.759790680375467,Moderate Risk,0.4759800018469915,dynamic_logistics,,,2,2,1,2022,
10045,,,2022-02-23 13:00:00,,9.99589938989593,Moderate Risk,0.4733794163320412,dynamic_logistics,,,2,2,1,2022,
10046,,,2022-02-23 14:00:00,,5.581339155868335,High Risk,0.933362673433392,dynamic_logistics,,,2,2,1,2022,
10047,,,2022-02-23 15:00:00,,4.091562257615188,High Risk,0.871446284133713,dynamic_logistics,,,2,2,1,2022,
10048,,,2022-02-23 16:00:00,,9.99310062996756,High Risk,0.9938355076377112,dynamic_logistics,,,2,2,1,2022,
10049,,,2022-02-23 17:00:00,,5.195449332312233,High Risk,0.9966840258677316,dynamic_logistics,,,2,2,1,2022,
10050,,,2022-02-23 18:00:00,,9.907920861004005,Moderate Risk,0.3519324774066728,dynamic_logistics,,,2,2,1,2022,
10051,,,2022-02-23 19:00:00,,9.740231412546642,High Risk,0.9998364388969152,dynamic_logistics,,,2,2,1,2022,
10052,,,2022-02-23 20:00:00,,0.3560055556371617,High Risk,0.9999999694901776,dynamic_logistics,,,2,2,1,2022,
10053,,,2022-02-23 21:00:00,,-1.3878969874618163,Low Risk,0.0002021290791438,dynamic_logistics,,,2,2,1,2022,
10054,,,2022-02-23 22:00:00,,2.3682776313502103,Moderate Risk,0.6896948282935378,dynamic_logistics,,,2,2,1,2022,
10055,,,2022-02-23 23:00:00,,1.1970597251916493,High Risk,0.999815814413694,dynamic_logistics,,,2,2,1,2022,
10056,,,2022-02-24 00:00:00,,2.005820649259139,Low Risk,0.0305459538539572,dynamic_logistics,,,2,3,1,2022,
10057,,,2022-02-24 01:00:00,,6.624233141169629,High Risk,0.7559121172768941,dynamic_logistics,,,2,3,1,2022,
10058,,,2022-02-24 02:00:00,,9.61443679045957,High Risk,0.9997454065230938,dynamic_logistics,,,2,3,1,2022,
10059,,,2022-02-24 03:00:00,,6.641917279407716,Moderate Risk,0.5711420979815963,dynamic_logistics,,,2,3,1,2022,
10060,,,2022-02-24 04:00:00,,8.82075312664782,Low Risk,0.1640785326687809,dynamic_logistics,,,2,3,1,2022,
10061,,,2022-02-24 05:00:00,,7.185926808095724,High Risk,0.999999047358907,dynamic_logistics,,,2,3,1,2022,
10062,,,2022-02-24 06:00:00,,9.82509779794872,High Risk,0.7044150831277167,dynamic_logistics,,,2,3,1,2022,
10063,,,2022-02-24 07:00:00,,5.242969205398792,High Risk,0.9682763183030926,dynamic_logistics,,,2,3,1,2022,
10064,,,2022-02-24 08:00:00,,9.80338566635244,High Risk,0.9455147936160908,dynamic_logistics,,,2,3,1,2022,
10065,,,2022-02-24 09:00:00,,9.923368889242184,High Risk,0.8547929581196982,dynamic_logistics,,,2,3,1,2022,
10066,,,2022-02-24 10:00:00,,-1.1433325879156513,High Risk,0.9999999999998136,dynamic_logistics,,,2,3,1,2022,
10067,,,2022-02-24 11:00:00,,4.576205942925318,High Risk,0.9912463204508476,dynamic_logistics,,,2,3,1,2022,
10068,,,2022-02-24 12:00:00,,8.772089037411858,Low Risk,0.0295156098473257,dynamic_logistics,,,2,3,1,2022,
10069,,,2022-02-24 13:00:00,,-0.3096511889276743,High Risk,0.9982052866462456,dynamic_logistics,,,2,3,1,2022,
10070,,,2022-02-24 14:00:00,,9.993766380987315,High Risk,0.8322536069061282,dynamic_logistics,,,2,3,1,2022,
10071,,,2022-02-24 15:00:00,,3.912021314888873,Low Risk,0.0685623209855534,dynamic_logistics,,,2,3,1,2022,
10072,,,2022-02-24 16:00:00,,9.57299713935775,High Risk,0.9997346459202932,dynamic_logistics,,,2,3,1,2022,
10073,,,2022-02-24 17:00:00,,-1.915673355742006,High Risk,0.9988320727147526,dynamic_logistics,,,2,3,1,2022,
10074,,,2022-02-24 18:00:00,,-1.83023919940561,High Risk,0.9999996010575518,dynamic_logistics,,,2,3,1,2022,
10075,,,2022-02-24 19:00:00,,4.753968972410581,High Risk,0.9999917873579368,dynamic_logistics,,,2,3,1,2022,
10076,,,2022-02-24 20:00:00,,-1.8787122517892496,High Risk,0.7891177025722739,dynamic_logistics,,,2,3,1,2022,
10077,,,2022-02-24 21:00:00,,5.813614664203932,Moderate Risk,0.6752787379160043,dynamic_logistics,,,2,3,1,2022,
10078,,,2022-02-24 22:00:00,,-1.930885522947985,Moderate Risk,0.5621731305053697,dynamic_logistics,,,2,3,1,2022,
10079,,,2022-02-24 23:00:00,,4.530234332815878,High Risk,0.9816208917158336,dynamic_logistics,,,2,3,1,2022,
10080,,,2022-02-25 00:00:00,,3.6878722677351856,High Risk,0.999993890406534,dynamic_logistics,,,2,4,1,2022,
10081,,,2022-02-25 01:00:00,,1.990444127752148,High Risk,0.9051459794181702,dynamic_logistics,,,2,4,1,2022,
10082,,,2022-02-25 02:00:00,,4.153708928203568,High Risk,0.962108327159774,dynamic_logistics,,,2,4,1,2022,
10083,,,2022-02-25 03:00:00,,-0.8677003638347012,High Risk,0.8611443496232488,dynamic_logistics,,,2,4,1,2022,
10084,,,2022-02-25 04:00:00,,9.999969912194246,High Risk,0.8068676094569365,dynamic_logistics,,,2,4,1,2022,
10085,,,2022-02-25 05:00:00,,9.999466395429051,High Risk,0.976548110395248,dynamic_logistics,,,2,4,1,2022,
10086,,,2022-02-25 06:00:00,,-1.2910581956321323,High Risk,0.9999980954290324,dynamic_logistics,,,2,4,1,2022,
10087,,,2022-02-25 07:00:00,,9.158112186620189,High Risk,0.9903580642641678,dynamic_logistics,,,2,4,1,2022,
10088,,,2022-02-25 08:00:00,,9.999940791075383,Moderate Risk,0.5939591609029784,dynamic_logistics,,,2,4,1,2022,
10089,,,2022-02-25 09:00:00,,-1.2342525446865062,High Risk,0.9999998272361792,dynamic_logistics,,,2,4,1,2022,
10090,,,2022-02-25 10:00:00,,9.954952595506814,Moderate Risk,0.4456671191606109,dynamic_logistics,,,2,4,1,2022,
10091,,,2022-02-25 11:00:00,,6.269126651080013,High Risk,0.9969647544579416,dynamic_logistics,,,2,4,1,2022,
10092,,,2022-02-25 12:00:00,,9.76422275197475,High Risk,0.9999980616053784,dynamic_logistics,,,2,4,1,2022,
10093,,,2022-02-25 13:00:00,,3.864363919458609,High Risk,0.9994525936429264,dynamic_logistics,,,2,4,1,2022,
10094,,,2022-02-25 14:00:00,,9.883744708899036,High Risk,0.9973436691097168,dynamic_logistics,,,2,4,1,2022,
10095,,,2022-02-25 15:00:00,,9.580610690345935,High Risk,0.9347781654678544,dynamic_logistics,,,2,4,1,2022,
